id	text	average	std	labels
1159539286179373056	@USER Maybe!! that's a good idea!	0.160618067	0.197164186	NOT
1159539286401794048	“they say that money does not make happiness but if I want to cry I prefer to do it in a lamborghini”	0.268260079	0.154806075	NOT
1159539286762541061	The best part of random stroll at night is that I have a chance to meet that pretty black cat who likes to cross my way like a gentleman	0.262351111	0.160648542	NOT
1159539286900785152	@USER How does that smoking work on a stove top? Would love to try it👍	0.256617031	0.151621893	NOT
1159530772770021379	We need that Rich Forever tape on Apple Music @USER @USER	0.232038984	0.197525894	NOT
1159539290407407616	@USER DONT SCARE ME LIKE THAT NANLSN	0.514372255	0.20603464	NOT
1159539290583400448	@USER That’s the move forsure	0.195952338	0.181179779	NOT
1159539290881368065	"I forgot that for my city school is back in session, and I nearly shat myself when I saw a school bus"	0.361582224	0.145419669	OFF
1159539291145420800	KISSES ARE SPECIAL  FOR THEIR SIGNIFICANT OTHER  . . . .  .am i the only one that thinks this????	0.360152489	0.165482307	NOT
1159539291451797504	"@USER Well, I'm at home, they're in Biggie's house so to that, I have no answer."	0.201837814	0.176641253	NOT
1159539291464380417	@USER What the fuck is THAT?!?	0.858772583	0.165952859	OFF
1159539291241865216	@USER Is that the new youth signing?	0.149566184	0.183052909	NOT
1159539291451772928	@USER 😂😂😂 that's the damn truth	0.714839969	0.119195842	OFF
1159539294488485888	@USER AAAH thank you so much... that means so much ;-; 🖤🖤 you’re so kind...	0.168774346	0.190702051	NOT
1159537897374179328	It's so hot today that even my phone needs to be naked or it's overheating 🤣😉	0.400767727	0.219653447	NOT
1159539294798864386	So Gall was in the 18 for Malmö today...guess that move to Valerenga Oslo is off??	0.216608647	0.169180309	NOT
1159539294811369472	@USER @USER Nice video. I’ll send that to me Mam 🤘🤘	0.160952941	0.190802345	NOT
1159539295029551109	How many is that?	0.238446512	0.160480344	NOT
1159495589643608069	"Keep your feelings off the tl, yo girl hates that shit!"	0.873702119	0.145834067	OFF
1159539294899462145	@USER Haven't found that to be true.	0.186233319	0.170384467	NOT
